Peptide ID,SMILES,logP,logD
20998,CCCCCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)C1C2=CC(=C(C=C2)O)C3=C(C(=CC(=C3)CC(NC(=O)[C@@H](NC1=O)C)C(=O)O)[N+](=O)[O-])O,2.1638000000000033,-1.336337314263655
22083,CCCCCCCCCCCC(=O)[N+](N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)O)[H],-1.8268600000000221,-21.767001628509103
23369,CCCCCCCCCCCC(=O)[N+](N=C(N)NCCC[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O)[H],-0.9634000000000094,-17.063777139597903
23497,,,
23499,,,
23501,,,
23503,,,
23902,CCCCCCCCCCCC(=O)[N+](CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O)[H],1.380400000000007,-5.699850467677382
23905,,,
24342,,,
24343,,,
24344,,,
24666,CCCCCCCCCCCC(=O)[N+](CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CO)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)CC)C(C)C)[H],1.360699999999979,-9.219687781941069
