Peptide ID,SMILES,logP,logD
11622,CCCCCCCCCCCCCCCC(=O)[N+](CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(N)=O)[H],9.036170000000011,3.556168561918203
12103,CCCCCCCCCCCCCCCC(=O)[N+](N=C(N)NCCC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(N)=O)[H],-2.000190000000025,-23.920195752327256
12106,CCCCCCCCCCCCCCCC(=O)[N+](N=C(N)NCCC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(N)=O)[H],-0.8387600000000159,-17.27876431424544
12348,CCCCCCCCCCCCCCCC(=O)[N+](NCCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[H],5.461700000000009,-5.118687781941038
12362,,,
13855,CCCCCCCCCCCCCCCC(=O)[N+](CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)CN)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)O)[H],1.8626699999999743,-10.697581905759222
13873,CCCCCCCCCCCCCCCC(=O)[N+](CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)CN)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)O)[H],1.3317699999999753,-11.228481905759221
13874,CCCCCCCCCCCCCCCC(=O)[N+](CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)CN)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[H],0.800869999999974,-11.759381905759223
13875,CCCCCCCCCCCCCCCC(=O)[N+](CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)CN)C(=O)N[C@@H](CCCCN)C(N)=O)[H],1.3359699999999797,-11.224281905759216
13876,CCCCCCCCCCCCCCCC(=O)[N+](CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)CN)C(N)=O)[H],1.7221699999999887,-7.297956671920514
